brand,model,modification,cylinders,powerHp,engineVolume,transmissionType,transmissionSpeeds,baseCityNorm,baseHighwayNorm,fuelType,vehicleType,baseCombinedNorm,testCycle,normSource,sourceRef,publicTime,energyType,driveType,aliasCn,brandCn,region,phaseLow,phaseMid,phaseHigh,phaseExtra,electricKwh,co2,drivingRange,mass
Shineray,T50,JKC5034XXYD6L2,,,1.599,MT,,11.2,6.6,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,NH20210531162733412,2021-11,传统能源 (принято: бензин по классу и объёму),,T50,鑫源,,,,,,,,,
Shineray,T50,JKC5034XXYD6L3,,,1.599,MT,,11.2,6.6,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,NH20210531155508687,2021-11,传统能源 (принято: бензин по классу и объёму),,T50,鑫源,,,,,,,,,
Shineray,T50,JKC5034XXYD6L4,,,1.599,MT,,11.2,6.6,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,NH20210528100642332,2021-11,传统能源 (принято: бензин по классу и объёму),,T50,鑫源,,,,,,,,,
Shineray,T50,JKC5034XXYD6L5,,,1.451,MT,,10.7,6.7,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,NH20210528100644529,2021-11,传统能源 (принято: бензин по классу и объёму),,T50,鑫源,,,,,,,,,
Shineray,T50,JKC5034XXYD6L6,,101.972,1.451,MT,,10,6.2,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200518129761,2020-05,传统能源 (принято: бензин по классу и объёму),,T50,鑫源,,,,,,,,,
Shineray,T50,JKC5034XXYD6L7,,101.972,1.451,MT,,10,6.2,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200518129762,2020-05,传统能源 (принято: бензин по классу и объёму),,T50,鑫源,,,,,,,,,
Shineray,T50,JKC5034XXYD6LD,,123.725,1.599,MT,,10.1,6.9,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2022103112001800023,2023-06,汽油,,T50,鑫源,,,,,,,193,,
Shineray,T50,JKC5034XXYD6LE,,12.373,1.599,MT,,10.1,6.9,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2022103112381000032,2023-06,汽油,,T50,鑫源,,,,,,,193,,
Shineray,T50,JKC5034XXYD6LF,,123.725,1.599,MT,,9.5,6.2,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,GC20231225161346427,2023-12,汽油,,T50,鑫源,,,,,,,177,,
Shineray,T50,JKC5034XXYD6LG,,123.725,1.599,MT,,9.5,6.2,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,GC20231225161373392,2023-12,汽油,,T50,鑫源,,,,,,,177,,
Shineray,T50,JKC5034XYKD6L0,,101.972,1.451,MT,,9.7,6.6,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC2022012813441900018,2023-06,传统能源 (принято: бензин по классу и объёму),,T50,鑫源,,,,,,,,,
Shineray,T50,JKC5034XYKD6LE,,123.725,1.599,MT,,10.1,6.9,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC20240226150812078,2024-02,汽油,,T50,鑫源,,,,,,,199,,
Shineray,T50PLUS,JKC1024D6L3,,129.164,1.988,MT,,11,5.7,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20200616131182,2020-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC1024D6X0,,149.558,1.988,MT,,10.6,5.7,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2021080210505600003,2023-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC1034D6L8,,129.164,1.988,MT,,11,5.7,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20200616131185,2020-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC1034D6L9,,129.164,1.988,MT,,11,5.7,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20200616131190,2020-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC1034D6X0,,149.558,1.988,MT,,10.6,5.7,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2020103117041600011,2023-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC1034D6X1,,149.558,1.988,MT,,10.6,5.7,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2020103117135600008,2023-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5024CCYD6L3,,129.164,1.988,MT,,10.5,5.9,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200616131183,2020-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5024XXYD6L3,,129.164,1.988,MT,,12.3,6.1,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,20200616131184,2020-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5034CCYD6L8,,129.164,1.988,MT,,10.5,5.9,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200616131186,2020-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5034CCYD6L9,,129.164,1.988,MT,,10.5,5.9,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200616131191,2020-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5034CCYD6X0,,149.558,1.988,MT,,11.3,6.3,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC2021080214305300009,2023-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5034CCYD6X1,,149.558,1.988,MT,,11.3,6.3,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC2021080214575200007,2023-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5034XXYD6L8,,129.164,1.988,MT,,12.3,6.1,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,20200616131188,2020-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5034XXYD6L9,,129.164,1.988,MT,,12.3,6.1,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,20200616131193,2020-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5034XXYD6X0,,149.558,1.988,MT,,10.6,6.1,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,GC2020110516143500029,2023-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50PLUS,JKC5034XXYD6X1,,149.558,1.988,MT,,10.6,6.1,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,GC2022012813454100014,2023-06,传统能源 (принято: бензин по классу и объёму),,T50PLUS,鑫源,,,,,,,,,
Shineray,T50S,JKC5034XLCD6L0,,123.725,1.599,MT,,10.8,7.4,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,GC2022021419130000001,2023-06,传统能源 (принято: бензин по классу и объёму),,T50S,鑫源,,,,,,,,,
Shineray,T50S,JKC5034XYKD6L1,,123.725,1.599,MT,,10.1,6.9,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC2022012010121400002,2023-06,传统能源 (принято: бензин по классу и объёму),,T50S,鑫源,,,,,,,,,
Shineray,T52,JKC1024S6L0,,101.972,1.451,MT,,9.8,5.8,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20200416128551,2020-04,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1030SG5HL,,101.972,1.499,MT,,9.9,6.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200116126176,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1030SN5EL,,101.972,1.499,MT,,9.9,6.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200116126179,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1030SS6EL2,,101.972,1.451,MT,,9.3,6.2,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20200116126197,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1030SS6HL,,0,1.451,MT,,9.8,5.3,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20190916121445,2019-09,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1030SS6HL1,,101.972,1.451,MT,,9.9,7.3,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200116126227,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1030SS6HL3,,101.972,1.451,MT,,9.7,6.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2022012817094700038,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1030ST6EL,,115.568,1.599,MT,,11.2,5.8,Б,Truck,7.8,NEDC,MIIT-CN 能耗标识,20190716119557,2019-07,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1031SG5HL,,101.972,1.499,MT,,9.9,6.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200116126177,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1031SS6EL,,101.972,1.451,MT,,9.8,5.3,Б,Truck,7,NEDC,MIIT-CN 能耗标识,20190716119561,2019-07,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1031SS6EL1,,101.972,1.451,MT,,9.3,6.2,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20200116126200,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1031SS6HL,,101.972,1.451,MT,,10.7,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20190916120887,2019-09,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1031SS6HL1,,101.972,1.451,MT,,9.9,7.3,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200116126228,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1032SG5HL,,101.972,1.499,MT,,9.9,6.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200116126178,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1034S6L0,,101.972,1.451,MT,,9.8,6.7,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,GC2022012814203000027,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1034S6L1,,,1.451,MT,,9.8,5.8,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,NH20210528100643958,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1034S6L2,,123.725,1.599,MT,,8.9,7.1,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC20231225161348017,2023-12,汽油,,T52,鑫源,,,,,,,186,,
Shineray,T52,JKC1034S6L3,,123.725,1.599,MT,,8.9,7.1,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC20231225161308331,2023-12,汽油,,T52,鑫源,,,,,,,186,,
Shineray,T52,JKC1034S6L4,,101.972,1.451,MT,,9.8,5.8,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20200416128546,2020-04,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1034S6LC,,123.725,1.599,MT,,10.3,5.7,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,GC2022101716452600032,2023-06,汽油,,T52,鑫源,,,,,,,177,,
Shineray,T52,JKC1034S6LD,,123.725,1.599,MT,,10.3,5.7,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,GC2023022208334600001,2023-06,汽油,,T52,鑫源,,,,,,,177,,
Shineray,T52,JKC1034SV6EL,,,1.599,MT,,11.2,6.6,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,NH20210522121854375,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1034SV6EL1,,123.725,1.599,MT,,10,5.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2021070119015700022,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1034SV6HL,,,1.599,MT,,11.2,6.6,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,NH20210522121854908,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC1034SV6HL1,,123.725,1.599,MT,,10,5.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2021070209035200001,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5024CCYS6L0,,101.972,1.451,MT,,9.8,5.8,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20200416128552,2020-04,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5024XXYS6L0,,101.972,1.451,MT,,10.7,6.7,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,20200518129763,2020-05,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5030CCY-SG5HL,,101.972,1.499,MT,,11,6.3,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200116126180,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5030CCY-SN5EL,,119.647,1.599,MT,,10,6.7,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20190916120869,2019-09,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5030CCY-SS6HL1,,101.972,1.451,MT,,9.9,7.3,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,20200116126193,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5030CCY-SS6HL3,,101.972,1.451,MT,,9.7,6.6,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC2022012817174400038,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5030XXY-SS6EL2,,101.972,1.451,MT,,9.9,7.3,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,20200116126199,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5030XXY-SS6HL1,,101.972,1.451,MT,,9.9,7.3,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,20200116126195,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5030XXY-SS6HL3,,101.972,1.451,MT,,9.7,7.3,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,GC2022012817252600039,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5031XXY-SG5HL,,101.972,1.499,MT,,10.8,6.8,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,20200116126182,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5031XXY-SS6EL1,,101.972,1.451,MT,,9.9,7.3,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,20200116126202,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5032CCY-SG5HL,,108.77,1.499,MT,,10.8,6.8,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,20191016122084,2019-10,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5032XXY-SG5HL,,101.972,1.499,MT,,10.8,6.8,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,20200116126184,2020-01,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034CCY-SV6EL,,,1.599,MT,,11.2,6.6,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,NH20210522121854407,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034CCY-SV6EL1,,123.725,1.599,MT,,10,5.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2021070213410600004,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034CCY-SV6HL,,,1.599,MT,,11.2,6.6,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,NH20210522121854955,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034CCY-SV6HL1,,123.725,1.599,MT,,10.1,6.9,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC2021070217025100005,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034CCYS6L0,,101.972,1.451,MT,,9.7,6.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2022012814245800029,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034CCYS6L1,,,1.451,MT,,9.8,5.8,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,NH20210531155509180,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034CCYS6L2,,123.725,1.599,MT,,9.5,6.2,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,GC20231225161357512,2023-12,汽油,,T52,鑫源,,,,,,,201,,
Shineray,T52,JKC5034CCYS6L3,,123.725,1.599,MT,,9.5,7.8,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC20231225161372095,2023-12,汽油,,T52,鑫源,,,,,,,202,,
Shineray,T52,JKC5034CCYS6L4,,,1.451,MT,,10,6.2,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,NH20210528100644626,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034CCYS6LC,,123.725,1.599,MT,,12.1,6,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2022101715093700032,2023-06,汽油,,T52,鑫源,,,,,,,176,,
Shineray,T52,JKC5034CCYS6LD,,123.725,1.599,MT,,12.1,6,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,GC2023022209270800002,2023-06,汽油,,T52,鑫源,,,,,,,199,,
Shineray,T52,JKC5034XXY-SV6EL,,,1.599,MT,,10.1,6.6,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,NH20210531155507252,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034XXY-SV6EL1,,123.725,1.599,MT,,10.8,7.4,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,GC2021070510372600005,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034XXY-SV6HL,,,1.599,MT,,10.1,6.6,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,NH20210531162733832,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034XXY-SV6HL1,,123.725,1.599,MT,,10.8,7.4,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,GC2021063019394700023,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034XXYS6L0,,101.972,1.451,MT,,9.7,6.6,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,GC2022012814281800027,2023-06,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034XXYS6L1,,,1.451,MT,,11.9,7,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,NH20210531155509258,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034XXYS6L2,,101.972,1.451,MT,,10.7,6.7,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,20200416128524,2020-04,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034XXYS6L3,,101.972,1.451,MT,,10.7,6.7,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,20200416128525,2020-04,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034XXYS6L4,,,1.451,MT,,10.7,6.7,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,NH20210528100644660,2021-11,传统能源 (принято: бензин по классу и объёму),,T52,鑫源,,,,,,,,,
Shineray,T52,JKC5034XXYS6L7,,123.725,1.599,MT,,9.5,6.2,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,GC20231225161320645,2023-12,汽油,,T52,鑫源,,,,,,,208,,
Shineray,T52,JKC5034XXYS6LC,,123.725,1.599,MT,,11.8,6.6,Б,Truck,8.6,NEDC,MIIT-CN 能耗标识,GC2022101714555700029,2023-06,汽油,,T52,鑫源,,,,,,,207,,
Shineray,T52PLUS,JKC1034S6L5,,129.164,1.988,MT,,10.5,5.9,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200616131195,2020-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC1034S6L6,,129.164,1.988,MT,,10.5,5.9,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200616131200,2020-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC1034S6X0,,149.558,1.988,MT,,11.3,6.3,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC2021080216430800001,2023-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC1034S6X1,,149.558,1.988,MT,,11.3,6.3,Б,Truck,8.3,NEDC,MIIT-CN 能耗标识,GC2020103117222400013,2023-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC5034CCYS6L5,,129.164,1.988,MT,,10.5,5.9,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200616131196,2020-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC5034CCYS6L6,,129.164,1.988,MT,,10.5,5.9,Б,Truck,7.9,NEDC,MIIT-CN 能耗标识,20200616131201,2020-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC5034CCYS6X0,,149.558,1.988,MT,,10.6,6.1,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,GC2020110213291600013,2023-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC5034CCYS6X1,,149.558,1.988,MT,,10.6,6.1,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,GC2020110514271500011,2023-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC5034XXYS6L5,,129.164,1.988,MT,,12.9,6.9,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,20200616131198,2020-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC5034XXYS6L6,,129.164,1.988,MT,,12.9,6.9,Б,Truck,8.7,NEDC,MIIT-CN 能耗标识,20200616131203,2020-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC5034XXYS6X0,,149.558,1.988,MT,,12.1,6.4,Б,Truck,9.1,NEDC,MIIT-CN 能耗标识,GC2021080311223300008,2023-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T52PLUS,JKC5034XXYS6X1,,149.558,1.988,MT,,12.1,6.4,Б,Truck,9.1,NEDC,MIIT-CN 能耗标识,GC2021080313081300001,2023-06,传统能源 (принято: бензин по классу и объёму),,T52PLUS,鑫源,,,,,,,,,
Shineray,T5S,JKC1030DP5D,,119.647,1.599,MT,,10,6.7,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20180816110449,2018-08,传统能源 (принято: бензин по классу и объёму),,T5S,鑫源,,,,,,,,,
Shineray,T5S,JKC1030SP5D,,119.647,1.599,MT,,10,6.7,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20180816110450,2018-08,传统能源 (принято: бензин по классу и объёму),,T5S,鑫源,,,,,,,,,
Shineray,X2,JKC6450J5CC,,111.489,1.498,MT,,9.1,5.8,Б,Passenger Car,6.8,NEDC,MIIT-CN 能耗标识,20190218115288,2019-02,传统能源 (принято: бензин (дизельные M1 редки)),,X2,鑫源,,,,,,,,,
Shineray,X2,JKC6452B6S0,,111.489,1.498,MT,,9.1,5.2,Б,Passenger Car,6.8,NEDC,MIIT-CN 能耗标识,GC2021080314464700015,2023-06,传统能源 (принято: бензин (дизельные M1 редки)),,X2,鑫源,,,,,,,,,
Shineray,X2,JKC6452B6S1,,111.489,1.498,MT,,9.1,5.2,Б,Passenger Car,6.8,NEDC,MIIT-CN 能耗标识,GC2021040715525200007,2023-06,传统能源 (принято: бензин (дизельные M1 редки)),,X2,鑫源,,,,,,,,,
Shineray,X3,JKC6460B6S0,,111.489,1.498,MT,,8.87,6.92,Б,Passenger Car,7.73,WLTC,MIIT-CN 能耗标识,GC2021072816535400001,2023-06,传统能源 (принято: бензин (дизельные M1 редки)),,X3,鑫源,,,,,,,,,
Shineray,X3,JKC6460T6CY,,111.489,1.498,MT,,8.87,6.92,Б,Passenger Car,7.73,WLTC,MIIT-CN 能耗标识,GC2021080310353700008,2023-06,传统能源 (принято: бензин (дизельные M1 редки)),,X3,鑫源,,,,,,,,,
Shineray,X30,JKC5020XXY-S6CXL1,,101.972,1.451,MT,,9.6,5.4,Б,Truck,6.4,NEDC,MIIT-CN 能耗标识,20200116126217,2020-01,传统能源 (принято: бензин по классу и объёму),,X30,鑫源,,,,,,,,,
Shineray,X30,JKC5020XXY-S6CXL2,,101.972,1.451,MT,,8.3,5,Б,Truck,6.5,NEDC,MIIT-CN 能耗标识,GC2021070213323500003,2023-06,传统能源 (принято: бензин по классу и объёму),,X30,鑫源,,,,,,,,,
Shineray,X30,JKC5020XXY-S6CXL3,,101.972,1.451,MT,,8.3,5,Б,Truck,6.5,NEDC,MIIT-CN 能耗标识,GC2021070214055900008,2023-06,传统能源 (принято: бензин по классу и объёму),,X30,鑫源,,,,,,,,,
Shineray,X30,JKC5020XXY-S6CXL4,,101.972,1.451,MT,,8.3,5,Б,Truck,6.5,NEDC,MIIT-CN 能耗标识,GC2021070214281100010,2023-06,传统能源 (принято: бензин по классу и объёму),,X30,鑫源,,,,,,,,,
